club_name,club_address,club_id,club_status
Birthdays,"33-35 Stoke Newington Road, N16 8BJ",63354,closed
BKB Bar,19-21 Old Compton Street Soho W1D 4,55099,closed
Black Dragon,Cable Studios; 566 Cable Street; Shadwell; E1W 3HB,8463,closed
Black Lotus Karate Club,73 - 75 Scrutton Street; Shoreditch; EC2A 4PJ,16366,closed
Black Sheep Bar,"68 High Street, Croydon, CR0 1NA",37686,closed
Blagclub Notting Hill Gate,68 Notting Hill Gate; Notting Hill; W11 3HT,16596,closed
Bleep X,"529 Kingsland Road, E8 4AR",160675,closed
Blush Bar,"8 Cazenove Road, Stoke Newington, N16 6BD",64427,closed
BM Soho,25 D'Arblay St; Soho; W1F 8EJ,8237,closed
Boho Bar,"52 Lordship Lane, Dulwich, SE22 8HJ",42623,closed
Bond Nightclub,24 Kingly Street; Soho; W1B 5QP,32652,closed
The Borderline,16 Manette Street; Soho; W1V 5LB,10037,closed
The Bowery,36 - 38 New Oxford Street; Bloomsbury; WC1A 1EP,34985,closed
BR1,237-239 High Street; Bromley; Greater BR1 1NZ,9071,closed
The Brickhouse,152c Brick Lane; Shoreditch; E1 6RU,17940,closed
The Bridge,Weston Street; Borough; SE1 3QX,4065,closed
The Britannia,360 Victoria Park Road; Bow; E9 7BT,13579,closed
Brixton Bar & Grill,15 Atlantic Road; Coldharbour Lane SW9 8HX,20465,closed
Brixton Beach Boulevard,"Pope's Road, Brixton, SW9 8JH",121547,closed
Broke,562 Mile End Road; Bow; E3 4PH,30729,closed
Buffalo Bar,259 Upper Street; Islington; N1 1RU,16959,closed
The Bug Bar,The Crypt; St Matthews Church; Brixton Hill; SW2 1JF,735,closed
The Bunker,Wyke Road; Hackney Wick; E3 2PL,70504,closed
Bureau Bar and Club,"13 Kingly Court, W1B 5PW",20252,closed
Cable,"Unit 3, Holyrood Court, 33 Bermondsey St, SE1 3JW",64246,closed
Cable London,33 Bermondsey St; Bridge; SE1 2EG,17787,closed
Cable Street Studios,566 Cable Street; Shadwell; 1W 3HB,5779,closed
Cafe Ravenous,275 Portobello Road; Notting Hill; W11 1LR,20098,closed
The Camden Arms,1 Randolph Street; Camden Town; NW1 0SS,16576,closed
Camden Palace,1a Camden High Street; Euston; NW1 0JH,729,closed
Camden Record Club,18 Kentish Town Rd Camden NW19NX,87030,closed
Camden Rock,18 Kentish Town Road; Camden Town; NW1 9NX,17935,closed
Camino,28 Westferry Circus; Isle Of Dogs; E14 8RR,36211,closed
The CAMP (Basement),70-74 City Road; Shoreditch; EC1Y 2BJ,37166,closed
The CAMP (City Arts & Music Project),70-74 City Road; Shoreditch; EC1Y 2BJ,21206,closed
Cantina Bar,"86-88 High Street, Croydon, CR0 1NA",86410,closed
Canvas,Kings Cross Freight Depot; Off York Way; Kings Cross; N1 0UZ,1052,closed
Canvas - Terrace,Kings Cross Freight Depot; Off York Way; Kings Cross; N1 0UZ,5800,closed
Carnivale,"2 White Church Lane, E1 7QR",38327,closed
Casa Negra,"54-56 Great Eastern Street, EC2A 3QR",89801,closed
CC Club,13 Coventry Street; Soho; W1D 7DH,2011,closed
Cc2 Club,"1 Nine Elms Lane, Vauxhall, SW8 5NQ",52692,closed
Cheris Bar Hemel Hempstead,"168a Marlowes, Hemel Hempstead, Hertfordshire, HP1 1BA",85003,closed
The Cherry Tree,"31-33 Grove Vale, SE22 8EQ",92319,closed
Cherryjam,58 Porchester Road; Bayswater; W2 6ET,9186,closed
The Chocolate Lounge,146-148 Newington Butts; Kennington; SE11 4RN,11209,closed
Chutney&lager,"18-22 Houndsditch, Aldgate City Of EC3A 7DB",62294,closed
Circle Bar,348 Clapham Road; Clapham; SW9 9AR,3105,closed
The Citipost Building,73-75 Scrutton Street; Broadgate; EC2A 4PJ,41488,closed
Citizen Smith,160 Putney High Street; SW15 1RS,72762,closed
City Zebrano,"18-22 Houndsditch, Aldgate City Of EC3A 7DB",122194,closed
Clause Bar,"1 Lovat Ln, EC3R 8DT",52512,closed
Clerkenwell House,23-27 Hatton Wall; Hatton Garden; EC1N 8JE,3441,closed
Club 2 Ad,2 Crutched Friars; Aldgate; EC3 2HT,32160,closed
Club 43,"43-45 Tulse Hill, Brixton, SW2 2JT",82864,closed
The Club Bar And Dining,21/22 Warwick Street; Soho; W1B 5NE,9184,closed
Club Boulevard,10 High Street; Ealing; W5 5JY,7619,closed
Club Colosseum,1 Nine Elms Lane; South Lambeth; SW8 5NQ,3267,closed
Club Cucci,"9A The Broadway, High Road, Wood Green, N22 6DS",29077,closed
Club Juice,"1 Jute Lane, Enfield EN3 7PJ",51566,closed
Club Life,65 Goding St; Vauxhall; SE11 5AW,2397,closed
Club Mother F*cker,22 Highbury Corner; Islington; N5 1RD,3595,closed
Club No.65,65 Albert Embankment Street SE1 7TP LONDON (just 1 minute from Vauxhall tube/overground Station),69263,closed
Club Q,475 High Rd Leyton; E10 5EL,83011,closed
Club Sky,"20 Amwell End, Ware, Hertfordshire SG12 5hQ",15976,closed
Club Troppo,150 Bayham Street; Camden; NW1 0AU,5066,closed
Club Valbon,"23 Lewisham Way, New Cross, Lewisham, SE14 6PP",93569,closed
The Coach House,7 Chase Side; Southgate; N14 5BP,34059,closed
Cobden Club,170 Kensal Road; Kensal Town; W10 5BN,9861,closed
The Cock Tavern,East Poultry Avenue; Farringdon; EC1A 9LH,16317,closed
Cocomo,323 Old Street; Hoxton; EC1V 9LE,27855,closed
Cocoon,65 Regent Street; Piccadilly; W1B 4EA,14370,closed
Common Bar,323 Old Street; EC1V 9LE,79785,closed
The Compass,58 Penton Street; Islington; N1 9PZ,5647,closed
The Concept London,"Unit 19, Lee Gate, SE12 8SS",142904,closed
Copyright Club,110 Pennington Street; Wapping; E1 9BB,1001,closed
Corks Wine Bar,28 Binney Street; Marylebone; W1K 5BD,12096,closed
Corney & Barrow Jewry Street,"37 Jewry St, EC3N 2ER",52995,closed
Coronet Theatre,28 New Kent Rd; Elephant & Castle; SE1 6TJ,1525,closed
The Cosmo Bar,50-54 Clerkenwell Road; Clerkenwell; EC1M 5PS,3119,closed
Cougar Pinks,4 Great Queen Street; Covent Garden; WC2B 5DG,6099,closed
Covert Nightclub,"65 Albert Embankment Street, SE1 7TP",61519,closed
CR0 Bar,125 High Street; Croydon; CR0 9XP,4140,closed
Crash,66 Goding St; Vauxhall; SE11 5AW,5043,closed
Crazy Larrys,533 King's Road; West Brompton; SW10 0TZ,33090,closed
The Crescent Club,3 North End Crescent; West Kensington; W14 8TG,14509,closed
The Cross Kings,126 York Way; Kings Cross; N1 0AX,9069,closed
The Cross,Arches 27-31; York Way; Kings Cross; N1 0BB,460,closed
The Crowndale,"65 Crowndale Road, NW1 3JB",115978,closed
Crucifix Lane,7-9 Crucifix Lane; Southwark; SE1 3JW,34179,closed
Cube,55-61 Tabernacle Street; Shoreditch; EC21 4AA,13228,closed
Cube and Star,39a Hoxton Square; Hoxton; N1 6NN,3049,closed
The Cube,58A Camberwell Church St; Camberwell; SE5 8TR,934,closed
The Cuckoo's Nest,214 High Street; Acton; W3 9NX,35395,closed
DAB,14 Long Lane; EC1A 9PN,71054,closed
Dance Industry Recording Studio,210 Coldharbour Lane; Brixton; SW9 8SA,1277,closed
Dance Tunnel,"95 Kingsland High Street, Dalston, E8 2PB",72435,closed
D'Den Legacy,"135 Finchley High Road, NW3 6JH",77538,closed
Deal Real,3 Malborough Court; Soho; W1F 7EG,2278,closed
Debut London,Weston Street; Borough; SE1 3QX,35751,closed
Deep Blue,SE1 Nightclub; Weston Street; Borough; SE1 3QX,2412,closed
The Den & Centro,18a West Central Street; Covent Garden; WC1A 1JJ,17488,closed
The Den,Cable Street Studios; 566 Cable Street; Shadwell; E1W 3HB,11995,closed
The Departure,2 Crutched Friars; Aldgate; EC3N 2HT,3521,closed
The Depot,29-31 Brewery Road; Kings Cross; N7 9QH,1348,closed
Detroit,"35 Earlham Street, Covent Garden, WC2H 9LD",64527,closed
Digress,10 Beak St; Soho; W1F 9RA,6206,closed
The Dirty South,162 Lee High Rd; SE13 5PR,5333,closed
Disco London,13 Kingly Court; Soho; W1B 5PW,88300,closed
Disco:24,"24 Kingly Street, . W1b 5qp",27742,closed
Ditch,145 Shoreditch High Street; Shoreditch; E1 6TE,3938,closed
Divo London,"12 Waterlooo Place, Haymarket, SW1Y 4AU",24833,closed
The Doll House,"7-8 Bishopsgate Churchyard The City, EC2M 3TJ",54345,closed
The Doodle Bar & Testbed1,"33 Parkgate Road, Battersea, SW11 4NP",72781,closed
The Doors,217 City Road; Shoreditch; EC1V 1JN,14413,closed
The Dot,"79 Stoke Newington Road, N16 8AD",60788,closed
The Dragon Bar,5 Leonard St EC2A 4AQ Liverpool Street,6343,closed
Dray Walk Gallery,"The Old Truman Brewery, 91 Brick Lane E1 6QL",21599,closed
Dreams,95 Kingsland High St; Dalston; ; E8 2PB,16248,closed
Drop East,54 Commercial Street; Shoreditch; E1 6LT,31585,closed
Dry Bar,13-17 Long Lane; Clerkenwell; EC1A 9PN,1355,closed
Dukes,18-20 Houndsditch; EC3A 7DB,1135,closed
Dusk Till Dawn,1 Archway Close; Archway; N19 3TD,33943,closed
Dust Bar,27 Clerkenwell Road; Farringdon; EC1M 5RN,1691,closed
"Dust, Shoreditch",1 Curtain Rd; Shoreditch; EC2A 3JX,2812,closed
E:vent Gallery,96 Teesdale Street; Bethnal Green; E2 6PU,31701,closed
E3sence,562 Mile End Road; Bow; E3 4PH,9820,closed
Earls Court,Warwick Road SW5 9TA,37859,closed
East Bloc,217 City Road; Islington; EC1V 1JN,34549,closed
Echoes,"261 Kingsland Road, Haggerston E2 8AS",120676,closed
Echoes Live,"Railway Arch 339-340 Acton Mews, Haggerston E8 4EA",127238,closed
Eden,"56 Muswell Hill, N10 3ST",44257,closed
The Edge,157 Commercial St; Spitalfields; E1 6BJ,2176,closed
The Edge,"117 Bruce Grove, Tottenham N17 6UR",105054,closed
The Edinburgh Cellars,125 Newington Green Road; Stoke Newington; N1 4RA,9876,closed
El Aguajal,"578 Kingsland Rd, E8 4AH",18467,closed
El Barrio London,"100-104 Lewisham High street, Lewisham, SE13 5JH",130814,closed
The Elbow Room,"103 Westbourne Grove, W2 4UW",2570,closed
The Electric Birdcage,11 Haymarket; St James's; SW1Y 4BP,16758,closed
The Electric Lounge,120 High Street; Uxbridge; Greater UB8 1JT,39670,closed
The Electric Matchbox,92 White Post Lane,39637,closed
Elixir Bar,162 Eversholt Street; Euston; NW1 1BL,31846,closed
The Embassy Bar,119 Essex Road; Islington; N1 1SN,3260,closed
The End,18 West Central Street; West End; WC1A 1JJ,465,closed
Energee Club,"18-22 Houndsditch, Aldgate City Of EC3A 7DB",62661,closed
The Epicurean lounge,10 Clerkenwell Green; Farringdon; EC1R 0DP,3142,closed
Epsom Race Course,"Epsom Downs, Surrey, KT18 5LQ",62142,closed
EQ Arena,East Cross Centre; Waterden Road; Hackney Wick; E15 2HN,853,closed
Essence,2-5 Carthusian St; Farringdon; EC1M 6EB,814,closed
Essence Bar,"Bucklands Wharf, Thames Side, Kingston upon Thames KT1 1TN, UK",13169,closed
Establishment,135 Finchley Road; Swiss Cottage; NW3 6JH,986,closed
Euphoriom Nightclub,1-3 High Street; Acton; W3 6NG,44329,closed
Exquizite Lounge,Exquizite Lounge 133 Copeland Rd SE15 3SN,83051,closed
The Eye,79 - 81 Stoke Newington High St; Stoke Newington; N16 0PH,809,closed
Factory 65,65 Goding Street; Vauxhall; SE11 5AW,42965,closed
Factory 7,"Hearn Street, Shoreditch, EC2A 3LS",52627,closed
Fairchild,Fairchild place; Shoreditch; EC2N 3EN,27472,closed
Farley Macallan,"177-179 Morning Ln, E9 6LH, UK",125468,closed
The Fat Badger,310 Portobello Road; Kensal Town; W10 5TA; United Kingdon,7108,closed
Favela Chic,91-93 Great Eastern St; Shoreditch; EC2A 3HZ; United Kindom,3589,closed
FIFTYSIXlondon,"56 Muswell Hill, N10 3ST",47510,closed
Filli Bar,129-131 City Road; Hoxton; EC1V 1JB,15698,closed
Flavas Bar,"1 Mattock Lane, Ealing, W5 5BG",73500,closed
The Flea-Pit,49 Columbia Road; Shoreditch; E2 7RG,4499,closed
Fluid,40 Charterhouse Street; Farringdon; EC1M 6JN,943,closed
The Fly,36-38 New Oxford Street; West End; WC1A 1EP,10737,closed
The Flying Dutchman,156 Wells Way; Camberwell; SE5 7SY,102293,closed
Fortress Studios,34-38 Provost St; Shoreditch; N1 7NG,244,closed
The Foundry,84-86 Great Eastern Street; Hoxton; EC2A 3JL,2437,closed
Franken Bar,4-6 Islington Green; Islington; N1 2XA,21894,closed
Friction,"1-4 Southend Road, Beckenham, Kent, BR3 1SD",79187,closed
The Fridge Bar,1 Town Hall Parade; Brixton; SW2 1RJ,41848,closed
The Fridge,1 Town Hall Parade; Brixton; SW2 1RJ,466,closed
The Fringe,330 Kennington Lane; Vauxhall; SE11 5HY,1818,closed
The Funky Munky,25 Camberwell Church Street; Camberwell; SE5 8TR,10002,closed
Gallery,407 - 411 Hendon Way; Hendon; NW4 3LH,26038,closed
Garbos,84 Victoria Park Rd; Cambridge Heath; E9 7JL,16944,closed
George IV Musicbar,144 Brixton Hill; Brixton; SW2 1SD,52618,closed
The George Orwell,382 Essex Road; Islington; N1 3PF,27581,closed
The Ghetto,"58 Old Street, EC1V 9AJ",15341,closed
Ghost,113 - 117 Farringdon Road; The City; EC1R 3BX,14844,closed
Ghost,7-11 Queensberry Place; South Kensington; SW7 2DL,17886,closed
Ghost Notes,"Floors 5, Peckham Multi-Storey Car Park 95a Rye Lane SE15 4ST",143371,closed
Gilt Bar,78 Venn St; Clapham Common; SW4 0BD,22699,closed
Ginglik,1 Shepherds Bush Green; Shepherds Bush; W12 8PH,935,closed
Glow Lounge,6 Cavendish Parade; Clapham Common South Side; SW4 9DW,30232,closed
Gold Bar,"125 Stoke Newington Church Street, N16 0UH",23990,closed
The Gramaphone,60-62 Commercial St; Shoreditch; E1 6LT,2951,closed
Grand Central,93 Great Eastern Street; Shoreditch; EC2A 3HZ,2238,closed
Great Eastern Hotel,40 Liverpool Street; The City; EC2M 7QN,2438,closed
Green and Red Bar basement,51 Bethnal Green Rd; Bethnal Green; E2 6LA,10032,closed
Grill Room,68 Regent street; Mayfair; W1B 5EL,3084,closed
Grind,"642 Wandsworth Road, Clapham, SW8 3JW",72221,closed
The Grosvenor,"17 Sidney Road, Brixton, SW9 0TP",15978,closed
Ground 281,"281 Kingsland Road, E2 8AS",84257,closed
The Grove Sw19,2 Morden Road; South Wimbledon; SW19,41966,closed
Guerrilla Bar,85-87 Tooting High Street,122638,closed
Hackney Attic,"270 Mare Street, Hackney, E1 1HE",54567,closed
Hackney Central,The Former Railway Station; Amhurst Road; Fields; E8 1LL,1577,closed
Halo Bar,317 Battersea Park Road; Battersea; SW11 4LT,2139,closed
Hammersmith Apollo,"45 Queen Caroline St, W6 9QH",23719,closed
Hammersmith Palais,230 Shepherds Bush Road; Hammersmith; W6 7NL,2549,closed
Hangar,"2-18 Warburton Rd, E8 3FN",144918,closed
Harlem,78 Westbourne Grove; Westbourne Green; W2 5RT,14751,closed
Haunt,"182 Stoke Newington Rd, N16 7UY",114457,closed
Hearn Street Car Park,7-11 Hearn St; Shoreditch; EC2A 3LS,4838,closed
Hed Kandi Bar,38 Clapham High Street; Clapham; SW4 7UR,51311,closed
Her Upstairs,"18 Kentish Town Rd, NW1, UK",130679,closed
Herbal,10 - 14 Kingsland Road; Shoreditch; E2 8DA,683,closed
Hewitt Street Car Park,Corner of Hearn Street and Plough Yard; Shoreditch; EC2A 3LS,10517,closed
Hidden,100 Tinworth Street; Vauxhall; SE11 5EQ,2875,closed
The Hidden Room,7-11 Hearn Street; Shoreditch; EC2A 3LS,75363,closed
Hive Bar,11-13 Brixton Station Road; Brixton; SW9 8PA,6138,closed
The Hive Project,"Unit 2A Queen's Yard, White Post Lane; Hackney Wick E9 5EN",77606,closed
The Hobby Horse,281 Kingsland Road; Hoxton; E2 8AZ,26662,closed
Home Bar,100-106 Leonard Street; Shoreditch; EC2A 4RH,2970,closed
Honey & Venom,14 Trinity Road Tooting SW17 7RE,66015,closed
Honeymoon,"460 Hackney Rd, E2 9EG",132147,closed
The House Club & Terrace,338 Boord Street; Greenwich; SE10 0PF,43806,closed
House of Wolf,"181 Upper Street, Islington, N1",68826,closed
Hoxton Docks,55 Laburnum Street; E2 8BD,66717,closed
Hoxton Gallery - The Arch,"9 Kingsland Road, E2 8AA",78852,closed
The Hoxton Gallery,12 - 18 Hoxton Street; Hoxton; N1 6NG,16128,closed
Hoxton Lab,39a Hoxton Square; Hoxton; N1 6NN,5535,closed
Hoxton Square Bar & Kitchen,2-4 Hoxton Square; Hoxton; N1 6NU,8428,closed
The Hub Studios,117 Wallis Road; Hackney Wick; E9 5LN,51918,closed
Hyde,"1A Kensington High Street, W8 5NP",124844,closed
Hysteria,578 Kingsland Rd; Dalston; E8 4AH,59270,closed
I Bar London,"1277 High Road, Whetstone, N20 9HS",43224,closed
i Candi,"Smeed Rd, E3 2PS",83151,closed
Ichnusa Clapham,"47-49 Lavender Hill, SW11 5QN",127132,closed
If Club,71 Ilford Hill; Ilford; Greater IG1 2DG,24479,closed
Il Bacio Mare,"98 - 100 Church Street, Stoke Newington, - N16 0AR, UK",19158,closed
Il Bottaccio,9 Grosvenor Place Belgravia SW1X 7SH,29327,closed
Images,483 Hackney Road; Bethnal Green; E2 9ED,5843,closed
Impact Center,12 Hoxton St; Hoxton; N1 6NG,657,closed
"Inc Club, O2",The O2; Greenwich; SE10 0AX,9285,closed
Industry Members Club,"242 Acklam Road, W10 5JJ",58625,closed
Infinity Club,10 Old Burlington Street; Mayfair; W1S 3AG,924,closed
Inigo Bar,642 Wandsworth Road; Clapham; SW8 3JW,1153,closed
Inn On The Green,3 Thorpe Close; Ladbroke Grove; W10 5XL,8885,closed
Insitute of Light,"Arch 376, 10 Helmsley Pl, E8 3SB",150625,closed
The Island,180-182 Hungerford Lane; Charing Cross; WC2N 5NG,8108,closed
Islington Bar,342 Caledonian Rd; Islington; N1 1BB,1465,closed
Ivory Lounge,167 Broadway; Bexleyheath; Greater DA6 7ES,34931,closed
Jacks Club,7-9 Crucifix Lane; Bridge; SE1 3JW,6761,closed
Jam,123 Shoreditch High Street; Shoreditch; E1 6JE,1852,closed
The Jam Tree,58 Milson Road; Kensington; W14 0LB,47524,closed
Jet Lounge,11 Haymarket; SW1Y 4BP,32650,closed
Jetlag Bar,"125 Cleveland Street, Fitzrovia, W1T 6QB",79804,closed
Jrink,62 Frith Street; Soho; W1D 3JN,7772,closed
Junction Room,578 Kingsland Rd; Dalston; E8 4AH,30753,closed
Kabarets Prophecy,16-18 Beak Street (Entrance in Upper John Street); Soho; W1F 9RD,10120,closed
Kelko Bar & Lounge,18 High Street; Hornsey; N8 7PB,26747,closed
The Key,Lazer Road; Goods Yard; Off York Way; Kings Cross; N1 0UZ,962,closed
Kings Cross Goods Yard,Kings Cross Freight Depot; Off York Way; Kings Cross; N1 OUZ,2291,closed
Kings Cross Social Club,2 Brittania St; Kings Cross; WC1X 9JE,22508,closed
Kitts,"7-12 Sloane Square, SW1W 8EG",35657,closed
Kode,13 Blackheath Rd; Greenwich; SE10 8PE,6718,closed
Konnect,"Terminus Place, SW1V 1JR",99368,closed
Korsan,161-165 Kingsland Road; Hoxton; E2 8AL,9486,closed
Kumo,"11 Beauchamp Place, SW3 1NQ",38653,closed
The Lambeth,"467 Brixton Road, SW9 8HH",79258,closed
The Langley,5 Langley Street; Covent Garden; WC2H 9JA,13487,closed
The Last Days Of Decadence,145 Shoreditch High Street; Shoredtich; E1 6JE,12051,closed
The Last Refuge,133 Rye Lane; ; SE15 4ST,61054,closed
Lati-Ri Cafe,Rivington House; Rivington Place; Shoreditch; EC2A 3BE,11812,closed
Le Baron,"13 Masons Yard, SW1Y 6BU",79877,closed
Le Fez,"23 Lewisham Way, New Cross, SE14 6PP",159237,closed
L'équipe Anglaise,"21-23 Duke Street, W1M 5DB",5319,closed
Life Shoreditch,"152c Brick Lane, E1 6RU",76771,closed
Lifthouse,85 Charterhouse Street; Farringdon; EC1M 6HJ,838,closed
The Light Bar,233 Shoreditch High Street; Shoreditch; E1 6PJ,3106,closed
Liquid,"233 High Street, Uxbridge, UB8 1LD",37790,closed
Liquid Bar,"87 High road, Wilesden, NW10 2SU",25628,closed
Liquid Nation,161-165 Ladbroke Grove; Notting Hill; W10 6HJ,20966,closed
The Little Warehouse,42 Fieldgate Street; Whitechapel; E1 1ES,4939,closed
Living Bar,443 Coldharbour Lane; Brixton; SW9 8LN,1242,closed
Lo Profile,"84 Wardour St, Soho, W1F 0TQ, UK",9234,closed
The Lodge Bar,226 High Street; Harlsden; NW10 4TD,1883,closed
Lola's Boutique,89-91 Chapel Market; Islington; N1 9EX,948,closed
London Edition - Basement,10 Berners Street W1T 3NP,83807,closed
London Miles Gallery,"242 Acklam Road, Westbourne Studios",42310,closed
London Pleasure Gardens,Pontoon Dock; E16 2BS,58636,closed
The London Wall,45 Old Broad Street; The City; EC2 1HU,9288,closed
Loom,5 Clipstone Street; Fitzrovia; W1W 6BB,4357,closed
Loop,12 Crown Hill; Croydon; Greater CRO 1RZ,2365,closed
Loose Cannon,"13-16 Allhallows Lane, EC4R 3UE",97032,closed
Lord Napier,"25 White Post Lane; Hackney Wick, E9 5ER",9302,closed
Lost Angel,339 Battersea Park Road; Battersea; SW11 4LS,47425,closed
Lost Society,"697 Wandsworth Road, SW8 3JF",9342,closed
Love Die Late.,"114 Great Portland Street, LONDON, W1W 6PH",123492,closed
Low Members Club,,56208,closed
Lower Ground Bar,269 West End Lane; West Hampstead; NW6 1QS,25173,closed
The Luminaire,311 High Road; Kilburn; NW6 7JR,8453,closed
Madame Jo Jo's,8-10 Brewer Street; Soho; W1F 0SE,4015,closed
Mamilanji,107 Kings Road; Chelsea; SW3 4PA,10638,closed
Mangle E8,-,84396,closed
Mango Landin,"40 St. Matthew’s Road, Brixton, SW2 1NL",51929,closed
Mango Shack,"47-49 camden Rd, NW1 9LS, UK",98628,closed
Mangos Nightclub,110 Pennington Street; Wapping; E1W 2BB,11960,closed
Manjaro,148 Holloway Rd; Islington; N7 8DD,21668,closed
Mansion The Driver,2-4 Wharfdale Rd; Islington; N1 9RY,20378,closed
The Marlborough Duke,"18 High Road, E18 2QL",20097,closed
Mash,19-21 Great Portland Street; Oxford Circus; W1W 8QB,5681,closed
Masque Bar,24 York Way; Kings Cross; N1 9AA,7926,closed
Mass,St Matthew's Church; Brixton Hill; Brixton; SW2 1JF,1999,closed
Mass & Babalou,St Matthew's Church; Brixton Hill; Brixton; SW2 1JF,5499,closed
Match Bar,37-38 Margaret Street; W1G 0JF,65505,closed
Matt & Matt Bar,112 Upper St; Angel; N1 1QN,4019,closed
matter,The O2; Peninsula Square; Greenwich; SE10 0DY,12012,closed
Meateasy,First Floor Goldsmiths Tavern; 316 New Cross Road; SE14 6AF,43329,closed
Medicine Bar,181 Upper Street; Islington; N1 1RQ,8081,closed
Medicine Bar,89 Great Eastern Street; Shoreditch; EC2A 3HX,1276,closed
Medussa,"302-304 Barrington Road, Brixton, SW9 7JH",7712,closed
Meet Bar,85 Charterhouse St; Faringdon; EC1M 6HJ,2905,closed
The Melange Social Club,281 Kingsland Road; Hoxton; E2 8AS,4867,closed
Merah,78 Wells Street; Fitzrovia; W1T 3QL,27878,closed
Meter,70-74 City Rd; Shoreditch; EC1Y 2BJ,60631,closed
Mia Lounge,"100 Avenue Road, Swiss Cottage, NW3 3HF",91668,closed
Mint Bar,5 Streatham High Road; SW16 1EF,58170,closed
Mint Bar Camden,18 Kentish Town Road; Camden Town; NW1 9NX,1579,closed
Mish Mash,45 Lavender Hill; Clapham; SW11 5RQ,10248,closed
Miss Q's,180-184 Earls Court Road; Earls Court; SW5 9QG,40849,closed
Molton House,43 South Molton Street; Mayfair; W1K 5RS,25848,closed
Monkey Chews,2 Queens Crescent; Chalk Farm; NW5 3QG,736,closed
Moonglow,"446 Kingsland Road, E8 4AE",159063,closed
Moonlighting Night Club,17 Greek Street; Soho; W1D 4DR,20368,closed
The Mortimer Arms,174 Tottenham Court Road; Bloomsbury; W1T 7NT,11782,closed
Mo'Tel,"169 Central Street, EC1V 8AU",44169,closed
The Mother Black Cap,41 Tavistock Crescent; Westbourne Park; W11 1AD,2450,closed
Mount Strive,"92 Stoke Newington High Street, Stoke Newington, N16 7NY",57518,closed
Movida,8-9 Argyll Street; Soho; W1F 7TF,32642,closed
MS Stubnitz,"MS Stubnitz, Canary Wharf, Montgomery Street, Wood Wharf, E14 9SB, UK",69266,closed
Mule Bar,"94 Middlesex Street, Spitalfields, E1 7EZ",131906,closed
Musa Studios,"Unit F22, Europa House, Fraser Road, DA8 1QL",78647,closed
Music Bar & Club,144 Brixton Hill; Brixton; SW2 1SD,257,closed
Mustik,"Corner Of Worship Street, EC2A 1BR",42440,closed
Myth Bar,123 Acre Lane; Clapham; SW2 5UA,9295,closed
N2O Bar,1 Noel Street; Soho; W1F 8GA,1711,closed
Nambucca,596 Holloway Road; Holloway; N7 6LB,7674,closed
Neighbourhood,12 Acklam Road; Ladbroke Grove; W10 5QZ,739,closed
The Nest,36 Stoke Newington Road; Dalston; N16 7XJ,36034,closed
The New G-M Bar,"269, Whitechapel Road, E1 8BY",28791,closed
Night Moves,145 Shoreditch High Street; Shoreditch; E1 6JE,2349,closed
Night Tales,"1-2 Hepscott Road, Hackney Wick, E9 5HB",121410,closed
No 7 Nightclub,7 Oxendon Street; Mayfair; SW1Y 4EE,35026,closed
Noir,4 Great Portland Street; W1W 8QJ,70834,closed
Number Eight,8 Stoke Newington Road; Dalston; N16 7XN,14747,closed
Number3London,"3 Creekside, Deptford, SE8 4SA",99517,closed
NYT,Whitcomb Court; Whitcomb Street; Mayfair; WC2H 7DP,1928,closed
Oak Bar,79 Green lanes; Newington Green; N16 9BU,9369,closed
Oblivion,"8 Cavandish Parade, Clapham Common, SW4 9DW",603,closed
Ocean,270 Mare Street; Hackney; E8 1HE,663,closed
Oceana Kingston,154 Clarence Street Kingston Upon Thames Surrey KT1 1QP,73353,closed
Oceana Watford,"127 The Parade, Watford, WD17 1NA",71489,closed
Oh Bar,111-113 Camden High St; Camden Town; NW1 7JN,7742,closed
The Old Queen's Head,"144 Stockwell Road, SW9 9TQ",44575,closed
The Old Shoreditch Station,"1 Kingsland Road, Shoreditch, E2 8AA",69536,closed
Olive Cafe,"18 Stoke Newington High Street, N16 7PL",68468,closed
On Anon,"The Pavillion, Piccadilly, W1J 0DA",14675,closed
On The Rocks,25 Kingsland Road; Shoreditch; E2 8AA,811,closed
On The Rocks Rehearsal Studios,48 Kingsland Road; Shoreditch; E2 8DA,18966,closed
One Bar,"1 Lee High Road, Lewisham, SE13 5LD",54008,closed
Opal Lounge,36 Gloucester Road; Kensington; SW7 4QT,15656,closed
Open The Gate,"33-35 Stoke Newington Road, Dalston, N16 8BJ",40540,closed
Opera House London,"2 Chesnut Road, Tottenham, N17 9EN",16518,closed
Opium,1a Dean Street; Soho; W1D 3RB,6276,closed
OQO/Franken Bar,4-6 Islington Green N1 2XA,21657,closed
O's Bar,115 Park Road; Crouch End; N8 8JN,2542,closed
The Other Bar,"20 Hanway Street, W1T 1UG",62201,closed
Pacha London,Terminus Place; Victoria; SW1V 1JR,852,closed
The Palatine,97 Stoke Newington Road; N16 8BX,66479,closed
Papermill,2-6 Curtain Road; Shoreditch; EC2A 3NQ,4058,closed
Paradise Inn,281 Kingsland Road E2 8AS,75568,closed
Paramount,Centre Point; 103 New Oxford Street; Soho; WC1A 1DD,16823,closed
Park Avenue,3 Hill Rise; Richmond; Greater TW10 6UQ,6599,closed
